employee_id,system 32,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,FT/PT
35642,Analytics,region_2,Bachelor's,m,sourcing,1,30,5,5,1,0,83,FT
34252,Operations,region_13,Bachelor's,f,other,1,53,4,18,0,0,58,FT
10577,Procurement,region_22,Bachelor's,m,other,1,42,3,9,0,0,69,FT
30475,Sales & Marketing,region_22,Bachelor's,f,referred,1,27,,1,0,0,52,FT
36663,Analytics,region_2,Bachelor's,m,sourcing,2,40,5,6,1,0,87,FT
10139,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,32,5,4,0,0,50,FT
49532,Sales & Marketing,region_12,Bachelor's,m,sourcing,1,30,4,3,0,0,52,FT
63712,Legal,region_2,Bachelor's,f,other,1,26,3,3,1,0,59,FT
76608,Technology,region_27,Bachelor's,m,other,1,41,3,10,0,0,77,FT
67519,Operations,region_6,Bachelor's,m,other,1,25,3,2,0,0,57,FT
46804,Operations,region_7,Bachelor's,m,sourcing,1,29,3,2,0,0,59,FT
39538,Technology,region_2,Bachelor's,m,sourcing,1,29,3,2,0,0,80,FT
25282,Operations,region_14,Master's & above,f,other,1,40,4,3,1,0,61,FT
45262,Operations,region_22,Master's & above,f,other,1,35,4,3,1,0,60,FT
76666,Sales & Marketing,region_7,Master's & above,f,sourcing,1,35,3,3,1,0,47,FT
54453,Procurement,region_22,Bachelor's,m,referred,1,27,3,3,0,0,67,FT
38245,R&D,region_2,Bachelor's,m,other,2,39,1,11,0,0,84,FT
76585,HR,region_27,Bachelor's,m,sourcing,1,37,3,10,0,0,50,FT
16324,Technology,region_22,Bachelor's,m,other,3,31,,1,1,0,79,FT
41782,Technology,region_2,Master's & above,f,sourcing,3,60,4,18,1,0,81,FT
26669,Technology,region_23,Bachelor's,m,sourcing,1,32,3,6,0,0,77,FT
20793,Sales & Marketing,region_26,Bachelor's,m,other,1,41,5,9,0,0,53,FT
59915,Operations,region_2,Master's & above,f,other,1,38,5,5,1,0,61,FT
39931,Technology,region_2,Bachelor's,m,sourcing,1,23,,1,1,0,73,PT
57315,Sales & Marketing,region_23,Bachelor's,m,other,1,37,5,4,1,0,47,PT
17836,Operations,region_15,Bachelor's,m,other,4,31,5,3,1,0,56,PT
39458,Operations,region_2,Master's & above,m,other,1,48,5,19,0,0,54,PT
19844,Technology,region_28,Master's & above,m,other,1,34,4,5,0,0,81,PT
38137,Procurement,region_2,Bachelor's,m,sourcing,1,48,4,17,1,0,77,PT
13120,Analytics,region_32,Bachelor's,m,other,1,27,1,2,1,0,84,PT
7183,Operations,region_22,Bachelor's,f,other,1,29,5,4,0,0,55,PT
65548,Analytics,region_20,Bachelor's,m,other,1,32,3,5,0,0,88,PT
7350,Sales & Marketing,region_2,Bachelor's,f,other,1,35,3,2,1,0,49,PT
67255,Finance,region_13,Bachelor's,f,other,1,34,3,8,0,0,59,PT
258,Sales & Marketing,region_11,Bachelor's,m,other,1,30,4,8,1,0,49,PT
14947,Procurement,region_2,Bachelor's,m,other,1,41,1,5,1,0,74,PT
14597,Technology,region_15,Bachelor's,f,sourcing,1,27,1,4,0,0,77,PT
40720,Technology,region_10,Bachelor's,f,sourcing,1,28,5,6,0,0,97,PT
35177,Procurement,region_2,Master's & above,f,sourcing,1,45,5,14,1,0,68,PT
23477,Operations,region_13,Bachelor's,m,sourcing,2,35,4,7,0,0,62,PT
6509,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,31,1,5,0,0,50,PT
30613,HR,region_28,Bachelor's,m,other,1,31,4,6,1,0,60,PT
76931,Sales & Marketing,region_26,Bachelor's,m,other,1,27,2,2,0,0,49,PT
1440,Technology,region_7,Master's & above,m,other,2,38,3,6,1,0,80,PT
23224,Sales & Marketing,region_31,Bachelor's,m,other,1,43,5,12,0,0,50,PT
46341,Sales & Marketing,region_29,Master's & above,m,other,1,32,4,3,1,0,47,PT
78194,Sales & Marketing,region_6,Bachelor's,f,other,1,26,3,2,0,0,53,PT
37214,Technology,region_4,Bachelor's,f,sourcing,1,30,2,4,0,0,77,PT
47622,Sales & Marketing,region_11,Bachelor's,m,other,1,27,,1,0,0,50,PT
42356,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,27,5,4,0,0,46,PT
7735,Operations,region_4,Bachelor's,m,sourcing,1,32,3,4,1,0,60,PT
42707,Analytics,region_22,Bachelor's,m,referred,2,27,5,2,1,0,87,PT
35323,Operations,region_19,Bachelor's,m,sourcing,1,38,3,7,0,0,64,PT
67712,Sales & Marketing,region_28,,m,other,1,33,1,5,0,0,48,PT
18036,Analytics,region_2,,m,other,1,37,5,5,1,0,80,PT
19624,Sales & Marketing,region_2,Bachelor's,m,other,1,59,5,16,1,0,50,PT
14967,Analytics,region_28,Bachelor's,m,other,1,30,5,5,1,0,86,PT
42593,Operations,region_7,Bachelor's,m,other,1,29,5,3,1,0,63,PT
57720,Sales & Marketing,region_22,,f,other,1,29,4,5,0,0,43,PT
47914,Sales & Marketing,region_11,Bachelor's,m,other,1,33,3,6,1,0,46,PT
20514,Sales & Marketing,region_28,Bachelor's,m,other,2,31,3,5,0,0,49,PT
4056,Procurement,region_17,Bachelor's,m,other,1,28,5,5,1,0,70,PT
60004,Sales & Marketing,region_29,Bachelor's,m,sourcing,3,29,1,5,0,0,49,PT
53154,Procurement,region_27,Bachelor's,f,other,1,29,4,2,1,0,68,PT
60823,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,28,,1,0,0,49,PT
50752,Finance,region_4,Master's & above,f,sourcing,1,40,5,13,0,0,76,PT
51131,Procurement,region_2,Bachelor's,f,sourcing,1,44,3,12,1,0,70,PT
42401,Technology,region_4,Master's & above,f,other,1,38,3,9,0,0,82,PT
16066,Sales & Marketing,region_26,Bachelor's,m,sourcing,2,23,,1,0,0,48,FT
66333,Analytics,region_7,Bachelor's,f,other,3,34,2,6,1,0,80,FT
71322,Technology,region_2,Bachelor's,m,referred,1,27,4,4,0,0,81,FT
26822,Sales & Marketing,region_24,Bachelor's,m,other,1,37,1,8,0,0,52,FT
64806,Sales & Marketing,region_14,Bachelor's,m,sourcing,2,35,3,10,0,0,46,FT
35370,Sales & Marketing,region_13,Master's & above,m,other,1,31,,1,1,0,49,FT
53500,Technology,region_2,,m,other,1,26,4,3,0,0,79,FT
68397,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,28,5,4,1,0,50,FT
18027,Operations,region_11,Bachelor's,m,other,1,35,1,10,0,0,53,FT
17185,Technology,region_10,Master's & above,f,sourcing,1,31,3,5,1,0,80,FT
36549,R&D,region_3,Master's & above,m,other,1,36,4,5,1,0,85,FT
55826,Sales & Marketing,region_2,,m,sourcing,1,37,3,5,0,0,48,FT
50287,R&D,region_25,Bachelor's,m,other,1,34,5,5,1,0,86,FT
12733,Sales & Marketing,region_2,Master's & above,f,sourcing,1,35,3,8,1,0,48,FT
59938,Sales & Marketing,region_7,Bachelor's,m,other,1,37,5,8,0,0,48,FT
36023,Technology,region_10,Master's & above,f,sourcing,1,32,4,4,0,0,82,FT
59687,Procurement,region_8,Bachelor's,m,sourcing,1,30,5,7,0,0,82,FT
23712,Sales & Marketing,region_14,Bachelor's,m,other,1,34,2,6,0,0,50,FT
3373,Procurement,region_17,Bachelor's,f,other,1,55,4,19,0,0,63,FT
6479,Analytics,region_7,Master's & above,m,sourcing,1,43,3,15,0,0,85,FT
9080,Technology,region_2,Master's & above,f,sourcing,1,35,5,3,1,0,79,FT
25433,Operations,region_20,Bachelor's,f,sourcing,1,26,,1,1,0,63,FT
5781,Procurement,region_4,Bachelor's,m,other,1,32,1,2,0,0,70,FT
44810,Technology,region_23,Bachelor's,m,other,3,33,5,7,0,0,93,FT
35378,Finance,region_19,Bachelor's,m,other,1,31,1,5,0,0,61,FT
28905,Sales & Marketing,region_15,Bachelor's,m,other,2,44,2,15,0,0,52,FT
8191,Sales & Marketing,region_13,,m,sourcing,1,22,3,2,0,0,48,FT
25599,Procurement,region_14,Bachelor's,f,other,3,33,5,5,0,0,75,FT
50334,Sales & Marketing,region_5,Bachelor's,m,sourcing,2,29,,1,0,0,46,FT
25226,Procurement,region_2,Master's & above,f,sourcing,2,51,4,16,0,0,71,FT
56767,Operations,region_22,Bachelor's,m,sourcing,2,34,3,4,1,0,61,FT
57269,Operations,region_16,Master's & above,m,other,3,36,3,7,0,0,54,FT
37191,HR,region_2,Master's & above,f,sourcing,1,37,5,3,1,0,52,FT
58915,Operations,region_2,,m,sourcing,1,25,3,2,0,0,57,FT
22777,Sales & Marketing,region_2,Master's & above,m,other,1,47,2,15,0,0,53,FT
40517,Technology,region_7,Master's & above,f,sourcing,1,42,4,13,1,0,79,FT
42256,Technology,region_2,Master's & above,f,sourcing,1,50,2,15,0,0,75,FT
42007,Operations,region_29,Bachelor's,m,sourcing,1,33,3,3,0,0,60,FT
40887,Analytics,region_2,Bachelor's,m,other,2,52,3,4,0,0,91,FT
57029,Procurement,region_17,Bachelor's,m,other,1,48,3,13,0,0,70,FT
69084,Sales & Marketing,region_7,Bachelor's,m,other,1,37,1,10,0,0,48,FT
3770,Technology,region_2,Bachelor's,f,sourcing,1,33,4,6,1,0,80,FT
35049,Procurement,region_10,Master's & above,m,other,2,44,4,11,0,0,75,FT
62746,Sales & Marketing,region_23,Bachelor's,m,other,1,31,5,6,0,0,52,FT
14197,Sales & Marketing,region_30,Bachelor's,m,other,1,47,4,15,0,0,47,FT
72218,Finance,region_26,Bachelor's,f,sourcing,1,30,1,4,0,0,54,FT
38805,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,32,1,8,0,0,49,FT
61604,Procurement,region_27,Master's & above,f,other,1,36,3,10,0,0,66,FT
49462,Technology,region_5,Bachelor's,f,other,2,28,3,5,0,0,73,FT
69928,Operations,region_15,Master's & above,f,other,1,48,4,3,0,0,62,FT
9450,Sales & Marketing,region_25,Master's & above,m,sourcing,1,42,4,2,0,0,43,FT
57165,Procurement,region_27,Bachelor's,f,other,1,29,5,6,0,0,66,FT
924,Technology,region_29,Master's & above,f,other,1,31,5,7,1,0,84,FT
7589,Operations,region_2,Bachelor's,m,other,1,44,3,7,0,0,56,FT
46419,Operations,region_4,Bachelor's,f,other,2,30,3,1,0,0,64,FT
36415,HR,region_26,Bachelor's,m,other,1,30,3,5,0,0,43,FT
56367,Analytics,region_19,Bachelor's,m,other,1,35,3,9,0,0,87,FT
22053,HR,region_27,Bachelor's,m,other,1,30,5,6,1,0,50,FT
15434,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,45,5,7,0,0,49,FT
11538,Operations,region_15,Master's & above,f,other,1,41,3,13,0,0,71,FT
49942,Analytics,region_30,Bachelor's,m,sourcing,2,30,3,3,1,0,82,FT
1185,Operations,region_13,Bachelor's,m,other,1,40,3,9,1,0,62,FT
39530,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,56,2,25,0,0,50,FT
40984,Sales & Marketing,region_26,Bachelor's,m,other,1,50,3,7,0,0,45,FT
44300,Operations,region_7,Bachelor's,m,sourcing,1,40,4,12,0,0,59,FT
15376,Sales & Marketing,region_1,Bachelor's,m,other,1,34,3,5,1,0,51,FT
66026,HR,region_2,Bachelor's,m,referred,1,25,,1,1,0,49,FT
32789,Technology,region_11,Master's & above,m,other,1,36,3,10,0,0,78,FT
67560,Sales & Marketing,region_4,Master's & above,f,other,2,35,1,10,0,0,48,FT
66902,Analytics,region_28,Bachelor's,m,other,2,30,4,7,1,0,88,FT
18843,Technology,region_22,Bachelor's,f,referred,1,26,4,3,1,0,79,FT
18825,Sales & Marketing,region_23,Master's & above,f,other,1,38,3,10,0,0,52,FT
58450,Sales & Marketing,region_7,Master's & above,f,sourcing,2,39,1,4,0,0,50,FT
2224,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,27,5,2,0,0,51,FT
20373,HR,region_2,,m,other,1,31,2,3,0,0,46,FT
54237,Sales & Marketing,region_2,Master's & above,m,other,2,38,5,2,0,0,46,FT
76498,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,33,5,6,1,0,51,FT
49850,Technology,region_2,Master's & above,f,sourcing,1,33,3,2,0,0,77,FT
22957,Operations,region_4,Master's & above,m,sourcing,1,35,4,8,1,0,58,FT
19060,Technology,region_16,Bachelor's,m,other,1,27,3,2,0,0,80,FT
18912,Procurement,region_2,Master's & above,m,other,1,39,3,2,1,0,68,PT
10199,Technology,region_16,Bachelor's,f,other,2,39,3,12,0,0,78,PT
57660,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,26,4,4,0,0,49,PT
66926,Operations,region_15,Bachelor's,m,sourcing,1,47,4,2,1,0,59,PT
60357,Operations,region_2,Bachelor's,m,other,1,37,5,5,1,0,61,PT
19301,Sales & Marketing,region_22,,m,sourcing,1,30,5,6,1,0,48,PT
27946,Sales & Marketing,region_2,Master's & above,f,other,1,30,1,4,0,0,44,PT
51988,Finance,region_27,Bachelor's,f,sourcing,2,32,5,6,1,0,59,PT
61761,Technology,region_21,Bachelor's,f,other,1,33,3,4,1,0,82,PT
25907,Analytics,region_2,Master's & above,m,other,1,42,2,14,1,0,83,PT
60058,Operations,region_4,Bachelor's,m,other,1,33,5,9,1,0,58,PT
65784,Sales & Marketing,region_13,Master's & above,f,other,2,34,1,5,0,0,49,PT
74766,Sales & Marketing,region_16,Bachelor's,m,referred,1,30,3,7,1,0,50,PT
53582,HR,region_2,Bachelor's,m,sourcing,1,44,5,4,1,0,48,PT
24225,Finance,region_2,Bachelor's,m,other,1,30,4,5,0,0,61,PT
1214,Technology,region_27,Bachelor's,m,other,1,33,5,7,1,0,95,PT
22006,Finance,region_2,Bachelor's,m,other,1,34,4,9,0,0,60,PT
3936,Procurement,region_2,Master's & above,m,other,2,41,3,12,0,0,70,PT
49168,Operations,region_7,Bachelor's,f,sourcing,1,42,3,10,1,0,65,PT
65005,Procurement,region_17,Master's & above,f,sourcing,1,41,3,11,1,0,73,PT
55077,R&D,region_2,Bachelor's,m,other,2,29,1,5,0,0,82,PT
77363,Procurement,region_2,Master's & above,f,other,1,57,3,6,0,0,67,PT
76459,Sales & Marketing,region_22,,m,sourcing,1,21,,1,0,0,49,PT
35957,Analytics,region_2,Master's & above,m,other,2,49,1,11,0,0,81,PT
13819,Analytics,region_2,Master's & above,m,sourcing,1,41,5,4,0,0,83,PT
68422,Sales & Marketing,region_28,Master's & above,f,other,1,35,2,9,1,0,46,PT
29267,Sales & Marketing,region_5,Bachelor's,m,other,1,45,3,3,0,0,49,PT
74911,Sales & Marketing,region_2,Master's & above,f,sourcing,2,50,5,4,0,0,66,PT
5855,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,31,5,3,0,0,49,PT
48594,Analytics,region_30,Bachelor's,m,sourcing,1,30,1,7,0,0,90,PT
7754,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,32,3,9,0,0,51,PT
21850,Operations,region_2,Bachelor's,f,other,2,55,5,16,1,0,58,PT
70973,Operations,region_19,Bachelor's,m,other,1,37,4,10,0,0,57,PT
8430,Analytics,region_29,Bachelor's,m,other,1,37,3,8,0,0,82,PT
26411,Technology,region_22,Master's & above,f,sourcing,1,32,1,9,0,0,77,PT
27226,Technology,region_5,Master's & above,m,sourcing,1,32,4,6,0,0,75,PT
13745,Operations,region_4,Master's & above,m,other,2,40,4,15,1,0,55,PT
73848,Procurement,region_2,Master's & above,m,other,1,33,5,4,1,0,67,PT
78257,Sales & Marketing,region_26,Bachelor's,m,other,1,27,5,3,1,0,55,PT
17651,Sales & Marketing,region_6,Bachelor's,m,sourcing,1,31,,1,0,0,48,PT
44250,Finance,region_2,Master's & above,f,other,1,39,2,7,0,0,60,PT
68242,Finance,region_13,Bachelor's,m,sourcing,1,33,3,5,0,0,59,PT
77069,Operations,region_4,Master's & above,m,sourcing,1,31,4,4,0,0,54,PT
70965,Operations,region_31,Bachelor's,m,other,1,32,3,3,0,0,59,PT
55583,Technology,region_20,Master's & above,m,other,1,34,3,7,1,0,77,PT
11596,Procurement,region_2,Master's & above,m,other,1,30,4,3,0,0,69,FT
10797,Operations,region_7,Bachelor's,m,other,1,35,3,3,0,0,63,FT
65602,Analytics,region_22,Bachelor's,m,other,1,28,5,3,1,0,86,FT
45474,Procurement,region_22,Bachelor's,m,sourcing,2,30,4,2,0,0,67,FT
51450,Sales & Marketing,region_17,Bachelor's,m,other,1,31,5,3,0,0,48,FT
24895,Procurement,region_10,Master's & above,m,other,5,33,3,3,0,0,73,FT
20031,Sales & Marketing,region_2,Bachelor's,f,other,3,26,2,3,0,0,49,FT
17418,Operations,region_23,Bachelor's,m,sourcing,1,37,5,7,1,0,61,FT
47939,Operations,region_10,Bachelor's,m,other,1,30,3,4,1,0,54,FT
48259,Operations,region_14,Bachelor's,f,other,1,28,3,2,1,0,57,FT
72375,Sales & Marketing,region_7,Bachelor's,m,other,1,25,,1,0,0,51,FT
35599,Analytics,region_6,Bachelor's,m,other,1,37,3,12,0,0,91,FT
48643,Sales & Marketing,region_4,Master's & above,m,sourcing,1,40,3,8,0,0,50,FT
63113,R&D,region_29,Bachelor's,m,other,3,34,2,6,0,0,90,FT
43843,Sales & Marketing,region_22,Bachelor's,m,other,1,26,5,2,1,0,49,FT
24851,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,44,1,5,0,0,52,FT
38738,Sales & Marketing,region_26,Master's & above,m,sourcing,1,57,3,14,0,0,51,FT
60480,Sales & Marketing,region_16,,f,other,1,24,1,2,0,0,51,FT
48925,Operations,region_27,Bachelor's,m,sourcing,1,34,4,3,0,0,56,FT
20384,Technology,region_31,Bachelor's,f,other,1,29,3,2,0,0,79,FT
45381,Operations,region_2,Master's & above,f,sourcing,1,48,3,15,0,0,58,FT
22664,Operations,region_2,,f,other,1,31,4,4,0,0,57,FT
65032,Analytics,region_22,Bachelor's,m,sourcing,1,29,,1,1,0,99,FT
5405,Sales & Marketing,region_2,Bachelor's,f,other,1,42,1,14,0,0,50,FT
62076,Analytics,region_28,Master's & above,m,other,2,33,3,6,0,0,86,FT
58220,Sales & Marketing,region_4,Bachelor's,m,other,1,27,5,4,0,0,51,FT
78032,Sales & Marketing,region_2,,m,sourcing,1,29,5,5,1,0,48,FT
56193,Sales & Marketing,region_31,Bachelor's,m,other,1,37,4,7,0,0,50,FT
60980,Procurement,region_2,Bachelor's,f,other,1,37,3,5,0,0,74,FT
78023,Sales & Marketing,region_2,,m,sourcing,1,25,3,3,1,0,50,FT
75166,Technology,region_7,Bachelor's,m,referred,1,26,,1,0,0,76,FT
48907,Sales & Marketing,region_2,Master's & above,m,sourcing,1,59,1,18,0,0,55,FT
25210,Sales & Marketing,region_25,Master's & above,m,other,1,33,4,5,0,0,49,FT
8783,Procurement,region_22,Bachelor's,f,sourcing,1,33,4,7,0,0,69,FT
69143,Sales & Marketing,region_10,Master's & above,m,sourcing,1,32,3,3,0,0,50,FT
58,Sales & Marketing,region_28,Bachelor's,m,other,1,44,5,16,0,0,47,FT
32109,Technology,region_33,Bachelor's,m,other,2,27,2,3,0,0,81,FT
68959,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,27,4,9,0,0,53,FT
5525,Operations,region_22,Bachelor's,f,sourcing,1,35,3,6,1,0,60,FT
76637,Analytics,region_23,Master's & above,m,other,1,32,5,7,1,0,85,FT
26785,Operations,region_8,Bachelor's,m,other,1,26,4,2,0,0,57,FT
67051,Technology,region_2,Bachelor's,f,sourcing,1,34,3,6,1,0,79,FT
11174,HR,region_15,Bachelor's,f,other,1,28,1,4,0,0,50,FT
7091,Analytics,region_22,Bachelor's,m,sourcing,2,29,3,3,1,0,85,FT
23308,Sales & Marketing,region_13,Bachelor's,m,other,2,35,2,8,0,0,49,FT
61260,Operations,region_20,Bachelor's,m,other,1,29,3,6,1,0,61,FT
57568,Sales & Marketing,region_30,Bachelor's,m,other,1,30,1,7,1,0,48,FT
17540,Technology,region_16,Bachelor's,f,sourcing,1,29,3,3,1,0,80,FT
65774,Operations,region_1,Master's & above,f,other,1,32,3,5,0,0,59,FT
15167,Operations,region_14,Bachelor's,f,sourcing,3,35,5,7,0,0,60,FT
27555,Technology,region_2,Bachelor's,f,referred,1,35,4,8,0,0,82,FT
62407,Sales & Marketing,region_13,Bachelor's,m,other,1,24,4,2,0,0,49,FT
43839,Operations,region_22,Bachelor's,f,other,1,47,4,18,0,0,57,FT
12585,Analytics,region_22,Bachelor's,m,other,1,31,5,3,1,0,86,FT
9707,Procurement,region_2,Master's & above,f,sourcing,1,43,5,7,1,0,68,FT
46687,Finance,region_26,Bachelor's,m,sourcing,1,36,1,4,0,0,61,FT
61384,Sales & Marketing,region_22,Bachelor's,m,referred,1,30,2,7,1,0,50,FT
277,HR,region_26,Bachelor's,f,other,1,27,5,6,1,0,51,FT
56589,Sales & Marketing,region_15,Master's & above,f,other,1,33,3,4,1,0,50,FT
19197,Operations,region_26,Bachelor's,m,other,1,27,4,2,0,0,62,FT
77773,Analytics,region_32,Bachelor's,m,other,2,32,5,4,0,0,86,FT
54975,HR,region_31,Bachelor's,f,other,1,38,3,9,0,0,53,FT
40798,Operations,region_2,Bachelor's,m,sourcing,2,38,3,2,0,0,63,FT
75571,HR,region_7,Below Secondary,f,other,1,26,3,3,0,0,46,FT
15745,Operations,region_12,Bachelor's,f,sourcing,1,34,3,10,0,0,62,FT
63892,Operations,region_2,Bachelor's,m,sourcing,2,33,3,2,1,0,55,FT
55129,Analytics,region_21,Bachelor's,m,sourcing,1,26,3,2,0,0,84,FT
18111,Technology,region_2,Master's & above,m,other,2,41,3,9,0,0,82,FT
5142,Technology,region_2,Bachelor's,m,other,1,36,3,4,0,0,92,FT
37819,Legal,region_27,Bachelor's,m,other,1,35,3,6,0,0,54,FT
2497,Procurement,region_11,Bachelor's,f,other,1,31,5,3,0,0,73,FT
4383,Procurement,region_14,Bachelor's,m,sourcing,1,30,5,3,0,0,65,FT
56420,R&D,region_22,Bachelor's,m,other,2,34,3,5,1,0,88,FT
8771,Procurement,region_6,Bachelor's,f,sourcing,1,37,3,10,0,0,70,FT
26747,HR,region_27,Bachelor's,m,sourcing,1,25,3,4,0,0,44,FT
29979,Technology,region_25,Bachelor's,m,sourcing,2,32,3,4,0,0,80,FT
30458,Analytics,region_4,Bachelor's,m,other,1,39,4,3,0,0,83,FT
16716,Sales & Marketing,region_28,Master's & above,m,sourcing,1,32,3,2,1,0,52,FT
5364,Operations,region_29,Bachelor's,f,sourcing,1,28,3,4,0,0,60,FT
22844,Procurement,region_19,Bachelor's,m,other,1,38,4,9,0,0,70,FT
31982,Operations,region_7,Bachelor's,m,sourcing,1,30,3,2,1,0,62,PT
11296,Sales & Marketing,region_4,Bachelor's,f,sourcing,1,33,4,10,0,0,51,PT
68513,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,36,3,10,0,0,49,PT
64759,Sales & Marketing,region_7,Bachelor's,f,other,1,32,4,7,0,0,46,PT
30985,Sales & Marketing,region_2,Master's & above,m,sourcing,1,41,3,6,0,0,50,PT
44496,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,46,4,5,1,0,50,PT
48647,Sales & Marketing,region_2,Bachelor's,f,other,1,50,1,20,0,0,52,PT
69449,Sales & Marketing,region_17,Bachelor's,m,sourcing,2,31,5,4,1,0,54,PT
11882,Procurement,region_2,Bachelor's,m,other,1,42,4,15,1,0,64,PT
58791,Technology,region_2,Bachelor's,m,sourcing,1,26,3,2,0,0,80,PT
7264,Procurement,region_14,Bachelor's,m,other,1,35,2,5,0,0,71,PT
77939,Operations,region_7,Bachelor's,f,other,1,36,4,10,1,0,61,PT
56025,Analytics,region_20,Bachelor's,m,other,2,33,5,6,0,0,84,PT
12970,Sales & Marketing,region_6,Bachelor's,m,sourcing,1,28,1,4,0,0,53,PT
54734,Analytics,region_2,Master's & above,m,other,1,41,3,6,1,0,80,PT
50438,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,38,3,6,0,0,48,PT
70350,Operations,region_8,Bachelor's,f,sourcing,1,27,,1,0,0,63,PT
77382,Operations,region_26,Bachelor's,m,other,1,41,3,13,0,0,57,PT
29886,Operations,region_17,Bachelor's,f,sourcing,1,33,5,5,1,0,61,PT
27943,Sales & Marketing,region_2,Master's & above,m,other,1,36,5,8,0,0,51,PT
60108,Legal,region_22,Master's & above,m,other,1,35,3,4,1,0,57,PT
2274,Sales & Marketing,region_22,Bachelor's,m,referred,2,29,5,1,1,0,54,PT
31127,Sales & Marketing,region_26,,m,sourcing,1,40,3,2,0,0,51,PT
29784,Procurement,region_2,Bachelor's,f,other,2,29,2,2,0,0,71,PT
72612,Technology,region_22,Bachelor's,f,sourcing,1,23,,1,1,0,76,PT
70434,Finance,region_22,Bachelor's,m,other,2,30,4,4,1,0,61,PT
46794,Procurement,region_7,Master's & above,f,other,1,41,2,5,1,0,69,PT
28902,Procurement,region_22,Master's & above,m,other,1,32,3,3,0,0,70,PT
7519,Procurement,region_2,Master's & above,m,sourcing,1,57,4,3,0,0,64,PT
66657,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,35,1,3,0,0,52,PT
65815,Technology,region_2,Master's & above,m,sourcing,1,54,3,12,0,0,75,PT
45177,Sales & Marketing,region_25,Master's & above,m,other,1,34,1,6,1,0,51,PT
40106,Sales & Marketing,region_7,,m,sourcing,1,24,5,1,1,0,50,PT
74179,Procurement,region_16,Bachelor's,m,other,1,28,3,2,0,0,72,PT
36091,Finance,region_8,Bachelor's,f,sourcing,1,30,,1,1,0,56,PT
53974,Sales & Marketing,region_23,Bachelor's,f,other,1,34,1,2,0,0,55,PT
42025,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,54,5,12,1,0,49,PT
58060,Operations,region_23,Bachelor's,f,other,1,37,5,8,0,0,56,PT
34605,Procurement,region_6,Bachelor's,f,other,1,31,1,7,0,0,69,PT
17665,Procurement,region_2,Bachelor's,f,other,1,58,2,7,0,0,71,PT
44362,Legal,region_2,Bachelor's,m,sourcing,1,41,2,5,1,0,61,PT
53946,Procurement,region_2,Bachelor's,f,sourcing,1,30,4,3,1,0,71,PT
21314,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,26,4,3,0,0,50,PT
45467,Operations,region_2,,f,sourcing,2,36,3,7,0,0,60,PT
27565,Sales & Marketing,region_29,Bachelor's,f,sourcing,1,29,3,4,0,0,46,PT
75477,Sales & Marketing,region_2,,f,sourcing,1,22,1,2,0,0,51,FT
71160,Analytics,region_22,Bachelor's,m,sourcing,1,37,3,3,0,0,84,FT
34870,Technology,region_10,Master's & above,m,sourcing,1,31,3,5,0,0,76,FT
17809,Legal,region_22,Bachelor's,m,other,1,29,5,3,1,0,59,FT
33017,Technology,region_31,Bachelor's,m,other,1,30,3,5,0,0,84,FT
32219,Sales & Marketing,region_2,,m,sourcing,1,23,3,2,1,0,53,FT
61576,Sales & Marketing,region_18,Bachelor's,m,other,1,29,,1,0,0,47,FT
6275,Procurement,region_2,Master's & above,f,other,1,49,4,3,1,0,68,FT
37138,Procurement,region_26,Bachelor's,m,sourcing,2,41,4,10,1,0,66,FT
20718,Sales & Marketing,region_31,Bachelor's,m,other,1,49,1,20,0,0,49,FT
76798,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,26,5,3,1,0,50,FT
75741,Operations,region_7,Bachelor's,f,other,1,32,4,6,0,0,56,FT
42103,Technology,region_22,Bachelor's,m,other,4,29,,1,0,0,82,FT
20331,Finance,region_6,Bachelor's,f,sourcing,1,30,3,4,1,0,58,FT
68683,R&D,region_22,Bachelor's,m,sourcing,1,38,3,6,0,0,82,FT
18263,Finance,region_4,Master's & above,m,other,1,44,4,3,1,0,65,FT
76341,Operations,region_28,Bachelor's,f,sourcing,1,35,5,2,1,0,56,FT
